"","smokes","sex","friends","too_much_alkohol","martial_status","doing_sports","weight","income","goes_to_church","goes_to_cinema","goes_to_restaurant","drugs","law_breaking","job","class","age","education_level","unstable_income","strenuous_work","overloaded_at_work","unfair_work","income_stressful","hedonism"
"16475","0","female","_small","_no","_married","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_between_40_60","_Primary","_no","_no","_no","_no","_no","_no"
"16481","0","female","_small","_no","_single","_yes","_normal_weight","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," village","_below_40","_Higher","_no","_yes","_no","_no","_no","_yes"
"16483","0","female","_medium","_no","_married","_yes","_overweight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_between_40_60","_Higher","_no","_no","_yes","_yes","_yes","_no"
"16484","1","female","_medium","_no","_single","_yes","_normal_weight","_4th_quantile","_no","_yes","_no","_no","_no","_yes"," village","_below_40","_Higher","_yes","_yes","_yes","_yes","_yes","_no"
"16506","0","female","_many","_no","_divorced/separated/widowed","_no","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_yes"
"16544","0","male","_small","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"16569","0","female","_medium","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_yes","_no","_yes","_no","_no"," city 200-500 thou.","_above_60","_Primary","_yes","_no","_no","_no","_yes","_no"
"16570","0","male","_medium","_no","_married","_no","_overweight","_4th_quantile","_no","_no","_no","_no","_no","_yes"," city 200-500 thou.","_below_40","_Higher","_yes","_yes","_yes","_yes","_yes","_yes"
"16589","0","female","_small","_no","_married","_yes","_overweight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"16597","0","female","_medium","_no","_married","_yes","_underweight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_Higher","_no","_no","_no","_no","_no","_no"
"16600","0","male","_many","_no","_married","_yes","_overweight","_4th_quantile","_no","_no","_no","_no","_no","_yes"," city 200-500 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"16601","1","female","_many","_no","_married","_yes","_normal_weight","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city 200-500 thou.","_above_60","_middle","_yes","_no","_no","_no","_yes","_no"
"16602","0","female","_small","_no","_single","_yes","obesity","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," city 200-500 thou.","_below_40","_Higher","_yes","_yes","_yes","_yes","_yes","_yes"
"16616","0","female","_small","_no","_married","_no","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_Higher","_yes","_no","_yes","_yes","_yes","_yes"
"16633","0","male","_many","_no","_married","_no","_overweight","_4th_quantile","_no","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_yes"
"16634","0","female","_many","_no","_married","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_yes"
"16639","1","male","_many","_no","_married","_yes","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_between_40_60","_middle","_yes","_no","_no","_no","_yes","_no"
"16640","0","female","_small","_no","_married","_yes","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"16676","0","female","_many","_no","_married","_no","_overweight","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_Higher","_no","_yes","_no","_no","_yes","_yes"
"16677","0","male","_medium","_no","_married","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_no","_no","_no","_no","_no","_yes"
"16690","0","female","_small","_no","_divorced/separated/widowed","_no","_overweight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_yes"
"16695","0","female","_small","_no","_divorced/separated/widowed","_no","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_between_40_60","_middle","_no","_no","_no","_no","_yes","_no"
"16738","1","male","_small","_no","_divorced/separated/widowed","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_below_40","_Primary","_yes","_no","_no","_no","_yes","_yes"
"16824","1","male","_small","_no","_single","_no","obesity","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city more than 500 thou.","_between_40_60","_Primary","_yes","_no","_no","_no","_yes","_yes"
"16872","0","female","_small","_no","_divorced/separated/widowed","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_middle","_yes","_no","_no","_no","_yes","_no"
"16888","0","male","_medium","_no","_divorced/separated/widowed","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_yes","_yes"
"16890","1","female","_medium","_no","_married","_no","_normal_weight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_between_40_60","_middle","_yes","_no","_no","_no","_yes","_yes"
"16896","0","female","_medium","_no","_married","_no","_normal_weight","_4th_quantile","_no","_no","_yes","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"16897","0","female","_medium","_no","_divorced/separated/widowed","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_Primary","_yes","_no","_no","_no","_no","_yes"
"16941","1","female","_small","_no","_married","_no","_overweight","_2nd_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_yes","_no","_no","_no","_yes","_no"
"16942","1","male","_small","_no","_single","_yes","_normal_weight","_1st_quantile","_no","_yes","_yes","_no","_no","_yes"," city 20-100 thou.","_below_40","_Higher","_yes","_no","_no","_no","_yes","_no"
"16947","1","female","_small","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_yes","_yes","_no","_no","_yes"," village","_below_40","_middle","_no","_no","_no","_no","_no","_yes"
"16953","0","female","_many","_no","_divorced/separated/widowed","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_middle","_yes","_no","_no","_no","_yes","_no"
"16984","0","male","_many","_yes","_married","_no","_overweight","_4th_quantile","_no","_no","_yes","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"16992","1","female","_many","_no","_married","_no","_overweight","_2nd_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_yes"
"17006","1","male","_small","_no","_married","_no","obesity","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_yes"
"17020","0","female","_small","_no","_divorced/separated/widowed","_yes","obesity","_1st_quantile","_yes","_no","_no","_no","_no","_yes"," city 200-500 thou.","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"17047","1","male","_small","_no","_married","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," city less than 20 thou.","_between_40_60","_middle","_no","_no","_yes","_no","_yes","_yes"
"17048","1","female","_small","_no","_married","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_between_40_60","_middle","_no","_no","_no","_no","_yes","_yes"
"17061","0","female","_medium","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"17064","0","female","_medium","_no","_divorced/separated/widowed","_yes","obesity","_4th_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_yes"
"17100","1","female","_small","_yes","_married","_no","obesity","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"17113","0","female","_small","_no","_single","_no","obesity","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_between_40_60","_Primary","_no","_no","_no","_no","_yes","_yes"
"17117","1","male","_small","_yes","_married","_no","_normal_weight","_1st_quantile","_no","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"17118","0","female","_many","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_yes","_no","_no","_yes"," village","_between_40_60","_middle","_no","_yes","_yes","_no","_yes","_no"
"17137","0","female","_medium","_no","_divorced/separated/widowed","_yes","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_yes","_no"
"17138","1","male","_many","_yes","_single","_yes","_overweight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_yes","_yes","_yes"
"17159","0","male","_many","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_yes"
"17160","0","female","_many","_no","_married","_no","obesity","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_yes"
"17178","0","male","_many","_no","_married","_yes","obesity","_4th_quantile","_yes","_no","_yes","_no","_no","_yes"," city 100-200 thou.","_between_40_60","_middle","_no","_no","_yes","_no","_no","_no"
"17203","0","male","_many","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," city less than 20 thou.","_above_60","_Higher","_no","_no","_no","_no","_no","_no"
"17224","0","male","_small","_no","_single","_no","_normal_weight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"17225","1","male","_small","_no","_single","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," village","_below_40","_middle","_yes","_no","_no","_no","_yes","_yes"
"17228","0","male","_many","_no","_married","_no","_normal_weight","_4th_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"17229","0","female","_small","_no","_married","_no","_normal_weight","_2nd_quantile","_no","_no","_no","_no","_no","_no"," village","_above_60","_Higher","_no","_no","_no","_no","_no","_no"
"17233","0","female","_small","_no","_married","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"17234","1","male","_small","_no","_married","_no","_overweight","_2nd_quantile","_no","_no","_no","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_no","_yes","_no","_no","_no","_no"
"17236","0","male","_medium","_no","_single","_yes","obesity","_4th_quantile","_yes","_no","_yes","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_no","_yes","_yes","_yes","_no"
"17237","0","male","_many","_no","_single","_yes","obesity","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_yes","_yes","_no"
"17238","0","female","_many","_no","_married","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"17262","0","male","_medium","_no","_married","_yes","_normal_weight","_3rd_quantile","_no","_yes","_no","_no","_no","_yes"," city more than 500 thou.","_above_60","_middle","_no","_yes","_yes","_no","_no","_yes"
"17267","0","female","_small","_no","_married","_yes","_normal_weight","_3rd_quantile","_no","_no","_yes","_no","_no","_yes"," city more than 500 thou.","_below_40","_Higher","_yes","_no","_no","_no","_yes","_yes"
"17303","0","male","_small","_no","_married","_no","_normal_weight","_3rd_quantile","_yes","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_no","_no","_no","_no","_no","_no"
"17334","1","female","_medium","_no","_married","_no","_overweight","_3rd_quantile","_no","_yes","_yes","_no","_no","_yes"," city 20-100 thou.","_between_40_60","_middle","_no","_no","_no","_no","_yes","_no"
"17344","1","female","_small","_no","_married","_no","_overweight","_1st_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_between_40_60","_Primary","_yes","_no","_no","_no","_yes","_no"
"17345","1","male","_small","_no","_married","_yes","obesity","_1st_quantile","_no","_no","_no","_no","_no","_no"," city 20-100 thou.","_above_60","_middle","_yes","_no","_no","_no","_yes","_no"
"17380","0","male","_medium","_no","_married","_no","_overweight","_4th_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_no","_no","_no","_no","_no","_no"
"17381","0","female","_small","_no","_married","_no","_overweight","_4th_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_yes","_no","_yes","_no"
"17384","0","female","_many","_no","_divorced/separated/widowed","_no","obesity","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_no","_no","_no","_no","_no","_yes"
"17407","0","female","_medium","_no","_divorced/separated/widowed","_no","_overweight","_1st_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_middle","_no","_no","_no","_no","_yes","_no"
"17417","0","female","_medium","_no","_single","_no","_overweight","_2nd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_below_40","_middle","_yes","_yes","_yes","_no","_yes","_no"
"17418","0","male","_medium","_no","_single","_no","obesity","_3rd_quantile","_yes","_no","_no","_no","_no","_yes"," village","_between_40_60","_middle","_yes","_yes","_no","_no","_yes","_no"
"17421","0","male","_small","_no","_married","_no","obesity","_2nd_quantile","_yes","_no","_no","_no","_no","_no"," village","_above_60","_Primary","_yes","_no","_no","_no","_yes","_no"
"17441","0","female","_small","_no","_married","_no","_normal_weight","_2nd_quantile","_yes","_yes","_yes","_no","_no","_yes"," city more than 500 thou.","_between_40_60","_Higher","_no","_no","_yes","_no","_yes","_no"
"17457","0","female","_many","_no","_single","_yes","_normal_weight","_4th_quantile","_no","_yes","_yes","_no","_no","_yes"," city more than 500 thou.","_below_40","_Higher","_yes","_yes","_yes","_yes","_yes","_no"
"17472","0","male","_many","_no","_married","_no","obesity","_4th_quantile","_yes","_yes","_yes","_no","_no","_yes"," city 100-200 thou.","_between_40_60","_Higher","_yes","_yes","_yes","_yes","_yes","_no"
